Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price,Duration_minutes
FL107008,,Goa,New York,2026-05-23,09:45,04:05,1,13004.2,Premium Economy,18.0,Summer,Saturday,Airbus A350,Website,2,200000.0,1100.4
FL140402,SpiceJet,,Mumbai,2025-10-28,11:10 AM,2:51 PM,1,1176.0,Economy,180.0,Autumn,Tuesday,Boeing 737,Travel Agent,1,5247.53,221.0
FL170135,airasia india,AMD,Jaipur,2025-04-27,3:55 PM,18:15,1,564.2,Economy,73.0,Summer,Sunday,Airbus A321,,2,2558.26,141.0
FL184541,Thai Airways,,Sydney,2025-04-02,5:40 AM,5:37 AM,1,17158.9,Economy,5.0,Summer,Wednesday,Boeing 777,Mobile App,1,200000.0,1437.6000000000001
FL192011,,Doha,Mumbai,2025-09-23,17:15,20:46,0,2354.8,Economy,15.0,Monsoon,Tuesday,Airbus A380,Mobile App,one,23690.16,211.0
FL165405,Emirates,Bangkok,Delhi,,5:40 PM,10:05 PM,0,3056.8,Premium Economy,0.0,Winter,Monday,Boeing 777,Mobile App,2,63940.1,265.0
FL148168,Vistara,MAA,Dubai,2025-07-17,10:20 PM,02:42,0,3020.3,Economy,2.0,Monsoon,Thursday,Boeing 787 Dreamliner,Website,2,43983.82,262.0
FL189229,British Airways,SIN,Mumbai Airport,2025-12-28,18:00,23:46,0,4119.8,Economy,5.0,Winter,Sunday,Boeing 777,,2,54222.79,347.0
FL124203,Emirates,Bangalore,LHR,2025-11-04,00:45,1:37 PM,1,8667.5,Economy,13.0,Autumn,Tuesday,Boeing 777,Mobile App,1,84690.0,
FL192312,Singapore Airlines,JFK,Hyderabad,2026-10-06,23:05,16:33,0,13236.2,Business,7.0,Autumn,Tuesday,Boeing 777,Website,2,200000.0,1048.0
FL152067,Indigo,Hyderabad,Chennai,2025-07-12,11:50 AM,1:00 PM,0,524.3,Economy,8.0,Monsoon,Saturday,Boeing 737,Mobile App,3,3230.01,70.0
FL182306,Singapore Airlines,Sydney,Mumbai,2026-04-22,06:55,20:42,0,10371.8,Economy,145.0,Summer,Wednesday,Airbus A350,Website,1,151222.02,828.0
FL126240,Etihad Airways,Mumbai,Singapore Airport,2025-08-02,06:05,12:48,1,4016.8,Economy,30.0,Monsoon,Saturday,Airbus A350,Website,4,29667.23,404.0
FL121164,Air India,Bangkok,Bangalore,2025-04-06,00:10,05:20,1,2482.6,,95.0,Summer,Sunday,Airbus A380,Website,2,19173.84,310.0
FL105166,AirAsia India,Bangalore,Mumbai Airport,2026-07-19,23:55,02:42,1,874.7,Economy,30.0,Monsoon,Sunday,Airbus A320,Third-Party,1,5412.87,168.0
FL138141,Qatar Airways,Doha Airport,New York Airport,2026-10-23,08:25,,1,11193.2,Economy,0.0,Autumn,Friday,,Website,3,196992.15,976.0
FL115560,British Airways,Jaipur,SIN,2025-07-17,3:05 AM,9:02 AM,0,4257.4,Premium Economy,120.0,Monsoon,Thursday,Airbus A350,Travel Agent,1,58631.5,357.0
FL153864,Emirates,Chennai,London,2025-11-06,8:05 AM,21:18,1,8743.4,Premium Economy,81.0,Autumn,,Airbus A350,Third-Party,1,94717.97,794.0
FL165223,Thai Airways,,Frankfurt,2026-03-14,9:25 PM,08:14,0,8048.6,Economy,17.0,Summer,Saturday,Airbus A320,Airport Counter,3,139564.96,649.0
FL155867,GoFirst,Jaipur,Goa,2026-08-04,16:25,6:38 PM,0,1339.8,Economy,36.0,Monsoon,Tuesday,Airbus A320,Website,1,5682.0,133.0
FL123386,SPICEJET,BOM,Kolkata,2025-08-04,07:10,12:39 PM,2,5190.14254668214,Business,26.0,Monsoon,Monday,,Website,5,19167.43,329.0
FL150555,Thai Airways,Kolkata,Bangkok,2025-05-04,09:00,11:34 AM,0,1616.6,Business,19.0,,Sunday,Boeing 777,Website,1,50362.08,
FL139242,Vistara,Sydney,Jaipur,2025-05-24,11:00,,1,10972.3,Business,7.0,Summer,Saturday,Airbus A320,Mobile App,1,200000.0,975.0
FL129404,lufthansa,London,New York Airport,2025-01-11,18:40,04:44,2,5856.9,Business,44.0,Winter,Saturday,Airbus A380,Travel Agent,1,139173.22,604.0
FL153278,Etihad Airways,JAI,DXB,2026-07-20,2:05 AM,06:44,1,2218.2,Economy,77.0,Monsoon,Monday,Airbus A350,Website,1,15000.0,279.6
FL141904,British Airways,Pune,JFK,2025-07-23,02:20,11:11 PM,2,13207.3,,6.0,Monsoon,Wednesday,,Third-Party,6,142767.67,1252.0
FL107697,Singapore Airlines,Hyderabad Airport,Sydney,2025-06-13,3:15 AM,,0,9953.8,Economy,3.0,Monsoon,Friday,Airbus A320,Airport Counter,1,159813.98,795.6
FL113536,Etihad Airways,New York,Doha,2026-02-19,17:25,09:51,1,11410.1,Economy,1.0,Winter,Thursday,Boeing 777,Third-Party,4,834.23,986.0
FL154119,Thai Airways,Sydney Airport,New York,2025-08-09,8:50 PM,20:26,1,16719.9,Business,36.0,Monsoon,Saturday,Airbus A350,Third-Party,four,200000.0,1416.0
FL137181,Emirates,Sydney Airport,Singapore,2026-07-28,15:50,02:03,1,6482.5,Economy,13.0,Monsoon,Tuesday,Airbus A380,Travel Agent,1,64715.15,
FL191551,Emirates,Pune,New York,2026-12-25,03:10,10:33 PM,1,13398.3,Economy,10.0,Winter,Friday,Airbus A350,Website,4,179542.86,
FL196370,Qatar Airways,MAA,New York,2026-05-30,2:30 PM,10:38,1,14074.8,Economy,41.0,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,1,146874.36,
FL150471,GoFirst,Jaipur,Hyderabad,2026-01-23,4:15 PM,8:31 PM,2,1154.0,Economy,92.0,Winter,Friday,Airbus A320,,3,3704.05,256.0
FL155954,air india,Delhi,BKK,2025-04-04,11:40,4:04 PM,0,3046.8,Premium Economy,13.0,Summer,Friday,Boeing 777,Website,1,44444.37,264.0
FL147098,British Airways,Ahmedabad,Doha Airport,2026-09-21,15:35,18:59,0,2269.2,Premium Economy,22.0,Monsoon,Monday,Airbus A320,Travel Agent,1,37152.67,205.0
FL122708,Indigo,AMD,JAI,,08:15,10:44 AM,1,563.4,Economy,22.0,Winter,Thursday,Airbus A320,Website,4,3017.7,149.4
FL136439,,Kolkata Airport,Hyderabad,2025-04-23,19:10,22:41,1,1194.5,Economy,30.0,Summer,Wednesday,Boeing 737,Mobile App,3,4408.57,211.0
FL105016,Qatar Airways,,Hyderabad,2026-03-13,07:45,17:47,0,7440.6,Economy,6.0,Summer,Friday,Airbus A380,Mobile App,2,138142.14,602.0
FL192515,Singapore Airlines,London,PNQ,2025-02-27,11:40 PM,12:21,2,7811.8,Economy,27.0,Winter,Thursday,Boeing 777,Third-Party,1,89351.76,761.0
FL163620,GoFirst,Kolkata,Jaipur Airport,2026-01-05,5:00 AM,09:07,1,1461.8,Economy,15.0,,Monday,Boeing 737,Third-Party,1,6229.3,247.79999999999998
FL123787,Air India,GOI,Chennai,2026-09-01,11:35,1:06 PM,0,794.6,Business,43.0,Monsoon,Tuesday,Airbus A320,Website,2,12941.58,91.2
FL167713,GoFirst,Goa,Ahmedabad,,12:30 AM,3:17 AM,1,916.8,,2.0,Monsoon,Monday,Airbus A321,Travel Agent,2,6539.02,167.0
FL170578,British Airways,Frankfurt Airport,Bangkok,2026-10-07,11:20,1:22 AM,1,9625.5,Economy,5.0,Autumn,Wednesday,Boeing 787 Dreamliner,Mobile App,1,109044.93,843.0
FL129776,Thai Airways,London,Bangkok,2026-01-04,15:20,,1,10179.8,Economy,79.0,Winter,Sunday,,Mobile App,4,117952.99,889.0
FL173326,Etihad Airways,London,Doha,2026-12-23,09:00,6:15 PM,1,5457.6,Economy,26.0,Winter,Wednesday,Airbus A320,Website,one,49331.91,555.0
FL187514,Qatar Airways,Bangkok,London,2026-02-27,10:25,1:26 AM,1,10270.6,Premium Economy,36.0,Winter,Friday,Airbus A320,Third-Party,3,179450.94,902.0
FL149062,british airways,PNQ,London,2026-06-17,09:20,8:49 PM,1,7515.9,Economy,50.0,Monsoon,Wednesday,Boeing 777,Mobile App,1,51962.85,
FL182915,AirAsia India,Chennai,Hyderabad,2025-01-18,6:15 AM,7:27 AM,0,552.0,Economy,15.0,Winter,Saturday,Airbus A320,Third-Party,4,4065.86,
FL130607,GoFirst,Ahmedabad,CCU,2025-09-30,,,1,1658.5,Economy,27.0,Monsoon,Tuesday,Airbus A321,Third-Party,1,6269.97,235.0
FL141757,Thai Airways,Singapore Airport,New York,2025-01-09,12:20 PM,11:17 AM,1,16162.1,Economy,171.0,Winter,Thursday,Boeing 787 Dreamliner,Third-Party,1,151060.12,1378.0
FL105842,AirAsia India,Bangalore,CCU,2026-10-23,09:45,12:18,0,1599.1,Economy,118.0,Autumn,Friday,Airbus A321,Website,3,4680.4,153.0
FL116054,Vistara,New York,Singapore,2026-06-08,20:05,6:26 PM,1,15723.3,Economy,35.0,Monsoon,Monday,Airbus A320,Travel Agent,2,87046.76,1341.0
FL108722,,Doha,Pune,2025-05-29,,16:05,1,2606.9,Economy,17.0,Summer,Thursday,Boeing 787 Dreamliner,Mobile App,1,24353.25,315.0
FL112715,Air India,Sydney,Dubai,2026-03-26,16:10,8:47 AM,0,12580.5,Premium Economy,15.0,Summer,Thursday,Airbus A350,Travel Agent,2,196265.27,998.0
FL148551,AirAsia India,GOI,Chennai,2025-06-29,08:05,9:34 AM,0,767.1,Economy,42.0,Monsoon,Sunday,Boeing 737,Travel Agent,1,3131.24,89.0
FL154017,SpiceJet,Jaipur Airport,CCU,2026-12-02,21:00,11:17 PM,0,1399.4,Economy,39.0,Winter,Wednesday,Airbus A321,Third-Party,2,6725.82,138.0
FL127654,SpiceJet,Pune,Goa Airport,2025-04-30,08:45,09:43,0,5190.14254668214,Economy,135.0,Summer,Wednesday,Airbus A321,Website,2,2291.85,59.0
FL168310,spicejet,Bangalore,Hyderabad Airport,2025-02-02,18:55,21:47,1,533.9,Economy,24.0,Winter,Sunday,Airbus A321,Website,,2386.96,172.20000000000002
FL109655,Singapore Airlines,Goa,Doha,2026-02-22,09:45,1:41 PM,0,2679.9,Economy,63.0,Winter,Sunday,Airbus A350,Mobile App,1,36702.2,
FL152065,Vistara,Mumbai,DOH,2025-02-25,8:05 AM,,1,2414.3,Economy,141.0,Winter,Tuesday,Airbus A380,Mobile App,1,15000.0,
FL148402,lufthansa,PNQ,New York,2026-06-25,02:00,10:14 PM,2,13406.8,Economy,44.0,Monsoon,Thursday,Boeing 787 Dreamliner,Mobile App,1,110449.04,1215.0
FL139649,Qatar Airways,Dubai,,2025-08-19,1:50 PM,06:35,1,11863.3,Economy,41.0,Monsoon,Tuesday,Boeing 777,Website,1,88159.99,1006.0
FL193015,Emirates,BKK,Pune,2025-04-04,17:50,11:52 PM,1,3028.6,Economy,4.0,Summer,Friday,Boeing 777,Airport Counter,2,53897.45,363.0
FL179472,GoFirst,Hyderabad,AMD,2026-05-31,23:25,01:07,0,936.0,First,60.0,Summer,Sunday,Boeing 737,Website,3,16808.89,
FL125743,,SYD,Bangkok,2026-03-28,10:05 AM,22:17,1,7864.0,Economy,127.0,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,1,73714.87,733.0
FL117161,,Goa Airport,Ahmedabad,2025-04-16,19:55,11:01 PM,1,913.6,Economy,33.0,Summer,Wednesday,Airbus A320,Mobile App,2,3227.91,187.0
FL109271,Thai Airways,Bangkok,Kolkata,2026-09-23,,2:46 AM,1,1685.6,Economy,35.0,Monsoon,Wednesday,Airbus A320,,1,15000.0,221.0
FL158408,Emirates,Singapore,New York Airport,2025-02-24,16:15,13:43,0,16361.7,Economy,2.0,,Monday,Airbus A320,Travel Agent,4,200000.0,1289.0
FL179222,Singapore Airlines,PNQ,London,2025-02-24,16:25,03:26,1,7383.1,Economy,9.0,Winter,Monday,Boeing 777,Website,2,115389.7,661.0
FL126669,Thai Airways,Chennai Airport,,,14:00,03:54,2,8761.0,Economy,11.0,Monsoon,Friday,Airbus A320,Travel Agent,1,93624.91,834.6
FL118179,Qatar Airways,New York,Singapore,2026-05-23,18:35,18:27,2,16068.6,Economy,5.0,Summer,Saturday,,Third-Party,2,193388.79,1433.0
FL130717,Indigo,Goa,AMD,2025-02-19,17:50,7:30 PM,0,920.1,First,0.0,Winter,Wednesday,Boeing 737,Mobile App,3,25000.0,101.0
FL103584,Emirates,New York,Bangkok Airport,2026-04-12,2:20 PM,08:54,0,14101.1,Economy,1.0,Summer,Sunday,Boeing 777,Travel Agent,2,200000.0,1115.0
FL122440,Vistara,Ahmedabad Airport,,2025-04-20,23:00,12:12 AM,0,549.1,Economy,10.0,Summer,Sunday,Boeing 737,Airport Counter,2,3116.11,72.0
FL156834,Etihad Airways,Pune,Frankfurt,2025-06-09,5:20 PM,04:58,2,6921.0,Economy,2.0,Monsoon,Monday,Airbus A320,Mobile App,1,73932.56,698.0
FL118574,,Pune,BOM,2025-07-24,8:35 PM,9:20 PM,0,150.0,Economy,35.139630174406385,Monsoon,Thursday,ATR 72,Mobile App,5,2000.0,45.0
FL139669,Thai Airways,Singapore,JFK,2026-09-19,12:35 AM,23:26,1,16126.7,,19.0,,,Airbus A350,Mobile App,2,133262.36,1371.6
FL150154,Qatar Airways,BOM,Bangkok,2026-12-17,07:20,11:51 AM,0,3133.0,Economy,35.139630174406385,Winter,Thursday,Airbus A350,Third-Party,one,33330.75,271.0
FL156047,Air India,Doha,HYD,2025-08-30,,00:32,0,3023.8,Economy,1.0,Monsoon,Saturday,,Mobile App,3,55566.43,263.0
FL184959,British Airways,Ahmedabad,Dubai,2025-03-15,23:20,03:40,1,5190.14254668214,Economy,39.0,Summer,Saturday,Boeing 777,Mobile App,3,17635.7,260.0
FL113181,Lufthansa,Chennai Airport,Singapore,2025-02-23,3:00 AM,07:20,0,3001.5,Economy,4.0,Winter,Sunday,Airbus A320,Website,1,59969.8,261.0
FL180682,QATAR AIRWAYS,New York Airport,HYD,2026-03-21,14:00,09:38,1,13575.7,Premium Economy,42.0,Summer,Saturday,Airbus A320,Website,1,166698.09,
FL186631,etihad airways,Dubai,Mumbai,2025-08-02,09:05,1:19 PM,1,2021.8,Economy,27.0,Monsoon,Saturday,Airbus A350,Mobile App,3,20558.63,255.0
FL161581,Etihad Airways,Ahmedabad,Doha,2025-04-18,1:10 PM,5:40 PM,1,2311.6,Economy,3.0,Summer,Friday,Airbus A380,Mobile App,1,51142.27,
FL193916,Singapore Airlines,Doha Airport,London,2026-04-12,13:20,9:52 PM,1,5331.3,Economy,121.0,Summer,Sunday,Boeing 777,Mobile App,,63323.45,512.4
FL123125,british airways,Bangkok Airport,Hyderabad,,9:30 AM,,1,2393.7,Economy,1.0,Monsoon,Sunday,Airbus A380,Website,2,40494.04,303.0
FL135420,Qatar Airways,LHR,Kolkata Airport,2026-05-30,03:50,15:57,1,8033.5,Economy,17.0,,Saturday,Boeing 787 Dreamliner,Airport Counter,3,102009.57,728.0
FL120054,Emirates,London,Pune Airport,2026-04-01,10:55 PM,10:59,1,7871.8,Economy,8.0,Summer,Wednesday,Boeing 777,Travel Agent,2,102789.99,725.0
FL168681,British Airways,Jaipur,Dubai Airport,2025-08-22,06:15,10:37 AM,1,2214.0,Economy,15.0,Monsoon,Friday,Boeing 787 Dreamliner,Mobile App,2,26698.79,262.0
FL166747,British Airways,New York,Singapore,2026-09-11,16:10,14:58,0,16111.0,Economy,37.0,Monsoon,Friday,Boeing 777,Mobile App,3,148848.23,1369.0
FL193426,lufthansa,Jaipur,SYD,2025-08-25,7:00 AM,23:09,1,10925.5,Business,56.0,Monsoon,Monday,Airbus A320,Mobile App,2,200000.0,
FL173820,Etihad Airways,Hyderabad,Sydney,2026-12-19,01:25,16:43,1,10182.7,Economy,2.0,Winter,Saturday,,Travel Agent,3,169885.02,919.0
FL146813,Emirates,Singapore,Dubai,2025-11-11,06:40,15:06,0,5190.14254668214,Economy,116.0,Autumn,Tuesday,Boeing 777,Third-Party,3,86791.71,507.0
FL105282,AirAsia India,Mumbai,Pune,2026-03-12,2:45 PM,16:36,1,150.0,Economy,14.0,Summer,Thursday,Airbus A320,Third-Party,1,2000.0,111.0
FL117364,Singapore Airlines,Pune,Bangkok,2025-05-02,,07:41,0,3015.2,,138.0,Summer,Friday,Airbus A350,Mobile App,1,34692.03,262.0
FL155222,Emirates,Doha Airport,BLR,2026-10-31,10:50 AM,17:09,1,3215.4,Economy,35.139630174406385,Autumn,Saturday,,Website,2,34873.94,379.8
FL134571,Etihad Airways,Bangkok,Hyderabad,2025-12-28,8:25 PM,00:00,0,2408.0,Business,2.0,Winter,Sunday,Airbus A380,Travel Agent,five,165605.03,215.0
FL102141,Singapore Airlines,Chennai,New York,2026-08-01,23:10,18:14,1,13489.0,Economy,35.139630174406385,Monsoon,Saturday,Airbus A380,Website,1,123731.03,
FL162642,Etihad Airways,Bangalore Airport,Doha,2025-11-12,1:50 PM,18:17,0,3093.4,Economy,8.0,Autumn,Wednesday,Airbus A320,Website,2,45751.65,
FL123164,Lufthansa,LHR,Hyderabad,2026-01-18,1:10 AM,13:26,1,8015.3,Business,35.139630174406385,Winter,Sunday,Airbus A350,Third-Party,1,200000.0,737.0
FL127202,AirAsia India,Ahmedabad,Pune Airport,2025-05-06,15:55,18:42,1,557.9,Economy,107.0,Summer,Tuesday,Boeing 737,Travel Agent,1,2149.98,167.0
FL155228,British Airways,New York,Bangkok,2026-12-25,,12:36 AM,0,14905.1,Economy,3.0,Winter,,Airbus A380,Website,2,200000.0,1177.0
FL104636,Etihad Airways,Frankfurt,Hyderabad Airport,2025-04-28,8:45 AM,20:55,2,7116.0,Economy,30.0,Summer,Monday,Airbus A350,,,68897.38,731.0
FL146989,GoFirst,Hyderabad,,2025-08-07,23:55,01:50,0,1116.5,Economy,4.0,Monsoon,Thursday,ATR 72,,2,5581.87,
FL163638,Air India,Dubai,Ahmedabad Airport,2025-09-26,3:05 AM,6:58 AM,1,1855.1,First,69.0,Monsoon,Friday,Airbus A350,Third-Party,2,71206.16,233.0
FL116704,Singapore Airlines,New York,Kolkata,2025-01-03,17:00,12:10,2,12826.1,Economy,12.0,Winter,Friday,,Website,1,167005.93,1151.0
FL103777,SpiceJet,BOM,Jaipur Airport,2026-06-25,03:00,04:44,0,974.3,Economy,37.0,Monsoon,Thursday,ATR 72,Travel Agent,4,4022.83,105.0
FL185019,Indigo,Ahmedabad Airport,CCU,2026-01-26,4:15 PM,6:58 PM,0,1730.6,Economy,5.0,Winter,Monday,ATR 72,Website,2,15281.15,163.0
FL181184,GoFirst,Jaipur,MAA,2026-10-16,4:10 AM,06:50,0,1691.9,Premium Economy,0.0,Autumn,Friday,Airbus A321,Website,2,16991.37,160.0
FL194980,Singapore Airlines,DOH,Goa,2026-11-23,17:45,9:42 PM,0,2692.9,Economy,24.0,Autumn,Monday,Airbus A380,Website,3,25667.88,
FL186280,Lufthansa,Doha,Hyderabad,2025-06-17,9:30 AM,15:22,1,2936.5,Premium Economy,36.0,Monsoon,Tuesday,Boeing 787 Dreamliner,Travel Agent,2,31547.8,352.0
FL181351,Qatar Airways,Singapore,Delhi,2025-09-28,18:50,2:16 AM,1,4226.9,Economy,14.0,Monsoon,Sunday,Boeing 777,Website,3,61357.3,446.0
FL161956,Vistara,Delhi,Bangalore Airport,2026-01-21,21:00,23:51,0,1841.6,Economy,31.0,Winter,Wednesday,Airbus A320,Mobile App,3,8969.78,172.0
FL172453,Emirates,Mumbai Airport,London Airport,2026-05-23,5:55 PM,7:45 AM,2,7606.9,Economy,4.0,Summer,Saturday,Airbus A350,Website,2,113697.79,
FL180258,Emirates,Sydney Airport,Delhi Airport,2026-05-21,,12:51 PM,0,10878.3,Economy,2.0,,Thursday,Airbus A320,Mobile App,2,200000.0,867.0
FL109363,Indigo,GOI,Ahmedabad,2026-01-27,3:55 PM,6:34 PM,1,861.6,,113.0,Winter,,Airbus A321,Website,1,3870.47,160.0
FL186641,Qatar Airways,London,Mumbai,2026-08-05,3:55 PM,4:53 AM,2,7522.7,Economy,18.0,Monsoon,Wednesday,Airbus A380,Website,1,42152.72,779.0
FL134296,Vistara,Jaipur,Kolkata,2026-08-02,19:40,9:55 PM,0,5190.14254668214,Premium Economy,29.0,Monsoon,Sunday,Airbus A321,Mobile App,,10375.47,135.0
FL183076,Qatar Airways,AMD,New York,2025-08-06,17:25,14:00,2,12911.2,,114.0,Monsoon,Wednesday,Boeing 777,Mobile App,5,90963.95,
FL192104,Thai Airways,Kolkata,Sydney,2026-11-01,09:45,22:46,0,9770.1,Economy,170.0,Autumn,Sunday,Airbus A350,Website,2,98150.66,782.0
FL184494,SpiceJet,Hyderabad,Jaipur,,04:40,06:38,0,1146.7,Economy,124.0,Winter,Saturday,Airbus A321,Website,5,7409.12,118.0
FL186289,GoFirst,Ahmedabad Airport,Pune,2025-08-03,22:25,11:36 PM,0,542.2,Economy,38.0,Monsoon,,Boeing 737,Travel Agent,1,2184.63,72.0
FL180322,SINGAPORE AIRLINES,Dubai,Hyderabad,2025-06-15,03:55,07:42,0,2563.0,Economy,179.0,Monsoon,Sunday,,Third-Party,1,25256.11,227.0
FL110973,Emirates,Sydney,Frankfurt Airport,2025-08-25,04:25,03:40,0,17749.0,Economy,8.0,Monsoon,Monday,Airbus A350,Website,1,200000.0,1395.0
FL196141,GoFirst,CCU,Goa,2026-08-17,8:00 PM,02:14,2,1776.8,Premium Economy,22.0,Monsoon,Monday,Boeing 737,Website,,10868.95,375.0
FL124023,GoFirst,Kolkata,GOI,2025-09-18,21:10,1:38 AM,1,1858.1,Economy,41.0,Monsoon,Thursday,Airbus A320,Mobile App,2,5974.04,269.0
FL114297,Vistara,Hyderabad,Bangalore,2025-04-03,10:00,11:09,0,510.5,Economy,0.0,Summer,Thursday,Boeing 737,Third-Party,1,5181.46,69.0
FL152555,Emirates,Frankfurt,New York,2026-04-22,02:35,12:40,0,6361.4,Premium Economy,4.0,Summer,Wednesday,Airbus A350,Website,2,584.47,606.0
FL169934,airasia india,Delhi,Goa,2025-04-14,10:50,15:02,0,1613.4,Economy,0.0,Summer,Monday,Airbus A321,Website,2,12100.05,252.0
FL158311,SpiceJet,Kolkata,Goa,2025-03-18,00:15,4:18 AM,1,1831.0,Economy,34.0,Summer,Tuesday,Airbus A320,Mobile App,1,6958.5,243.0
FL102405,Vistara,HYD,Bangalore,2025-08-01,07:55,10:29 AM,1,515.5,First,35.139630174406385,Monsoon,Friday,Airbus A320,Website,2,17738.42,154.0
FL150809,Air India,Delhi,London,2026-03-22,15:35,1:53 AM,0,6768.4,Economy,87.0,Summer,Sunday,Airbus A320,Third-Party,1,54711.13,618.0
FL150275,British Airways,Hyderabad,Sydney,2025-10-27,5:00 AM,19:52,1,9871.8,Premium Economy,7.0,Autumn,Monday,Airbus A350,Website,1,200000.0,892.0
FL126506,Lufthansa,Singapore,Dubai,2025-07-21,01:40,11:17,1,6250.3,Economy,1.0,Monsoon,Monday,Airbus A380,Website,1,93358.62,577.0
FL156168,,FRA,Delhi,2025-05-17,7:05 PM,03:40,0,6305.1,Economy,42.0,Summer,Saturday,Airbus A320,Website,6,50944.48,515.0
FL131503,Emirates,Kolkata,FRA,2025-10-23,6:05 PM,04:22,0,7642.6,Premium Economy,3.0,Autumn,Thursday,Boeing 777,Mobile App,2,140049.6,618.0
FL150277,Air India,Frankfurt,CCU,2026-06-24,20:10,09:24,2,7398.6,Economy,34.0,Monsoon,Wednesday,Airbus A380,Website,1,36203.21,794.0
FL116724,,Bangalore Airport,Mumbai,2025-06-25,6:45 AM,08:22,0,878.1,Economy,22.0,Monsoon,Wednesday,Airbus A321,Website,2,3517.46,98.0
FL148577,GoFirst,,Kolkata,2026-11-24,05:15,8:51 AM,1,1638.4,Economy,10.0,Autumn,Tuesday,ATR 72,Third-Party,2,8652.77,216.0
FL180547,Lufthansa,AMD,Dubai Airport,2025-05-07,12:05 PM,15:59,1,1774.6,Economy,14.0,Summer,Wednesday,,Website,,18244.84,234.0
FL103897,AirAsia India,Pune,AMD,2026-09-14,7:35 AM,09:48,1,5190.14254668214,Economy,10.0,Monsoon,Monday,ATR 72,Travel Agent,1,2000.0,134.0
FL121736,Lufthansa,London,Sydney,2025-12-05,08:00,08:17,1,17177.4,Economy,17.0,Winter,Friday,Airbus A380,Mobile App,3,200000.0,
FL104207,Qatar Airways,,New York,2025-06-08,16:45,11:12,2,12023.0,First,7.0,Monsoon,Sunday,Airbus A320,Website,1,200000.0,1108.0
FL100253,thai airways,New York Airport,Sydney,2026-03-28,1:15 AM,23:52,1,16456.0,Economy,26.0,Summer,Saturday,Boeing 777,Travel Agent,1,190128.51,1357.0
FL149932,Thai Airways,Doha,Jaipur Airport,2026-06-18,23:10,04:24,1,2460.6,,86.0,Monsoon,Thursday,Airbus A350,Website,4,35918.44,
FL146265,Etihad Airways,Chennai,London Airport,2025-10-25,14:00,01:48,0,8823.7,Premium Economy,41.0,Autumn,Saturday,Airbus A380,Third-Party,2,125542.7,709.0
FL123040,Thai Airways,Delhi Airport,Singapore,2026-08-04,7:45 AM,13:47,0,4327.1,Economy,3.0,Monsoon,Tuesday,,,5,59591.67,363.0
FL110185,British Airways,Singapore,Ahmedabad Airport,2025-07-08,10:30,19:53,2,4313.8,Economy,43.0,Monsoon,Tuesday,Airbus A380,Mobile App,2,37429.09,563.4000000000001
FL116603,Singapore Airlines,,Sydney Airport,2025-08-12,09:15,00:26,1,10373.2,,23.0,Monsoon,Tuesday,Boeing 777,Mobile App,6,85094.33,912.0
FL172039,Emirates,SYD,London,2026-11-29,17:15,18:37,1,18344.4,Economy,24.0,Autumn,Sunday,Airbus A380,Website,1,163655.8,
FL181113,AirAsia India,Goa,Ahmedabad,2026-03-28,1:10 AM,04:04,1,901.5,Business,31.0,Summer,Saturday,ATR 72,Website,2,15339.57,
FL180078,British Airways,Bangalore Airport,,2026-10-30,6:10 PM,23:37,1,2837.5,Economy,31.0,Autumn,,Boeing 777,Third-Party,3,27047.56,327.0
FL194624,Etihad Airways,Bangkok,PNQ,2025-03-15,,16:59,0,2988.7,Economy,2.0,Summer,Saturday,Airbus A350,Website,,61469.96,
FL107014,Qatar Airways,Singapore Airport,Frankfurt Airport,2026-05-30,6:00 PM,10:01 AM,1,11012.6,Economy,41.0,Summer,Saturday,Airbus A320,Travel Agent,6,89751.21,961.0
FL128328,SpiceJet,Goa Airport,Delhi,2025-07-18,19:25,21:56,0,1581.2,Economy,148.0,Monsoon,Friday,Airbus A321,Travel Agent,1,6269.91,152.0
FL107587,British Airways,Frankfurt Airport,HYD,2025-02-15,01:15,10:59,0,7207.6,Economy,14.0,Winter,Saturday,Airbus A320,Mobile App,1,96214.08,584.0
FL155980,Emirates,Dubai,Pune,2026-05-26,8:35 AM,14:04,2,2090.9,Premium Economy,38.0,Summer,Tuesday,Airbus A380,Mobile App,1,23216.78,
FL173010,SpiceJet,Ahmedabad Airport,CCU,2025-08-02,17:05,19:49,0,1747.7,Economy,35.139630174406385,Monsoon,Saturday,ATR 72,Third-Party,2,5251.69,164.0
FL138007,Air India,Delhi,Ahmedabad,2026-12-10,11:40 AM,14:13,1,800.4,Economy,10.0,Winter,Thursday,Airbus A320,Website,1,4324.7,154.0
FL120862,Etihad Airways,BLR,SYD,2026-01-12,11:00,02:06,1,10009.9,Business,5.0,Winter,Monday,Airbus A350,,,200000.0,
FL186031,thai airways,Hyderabad,Doha,2025-11-08,,02:26,0,3074.4,First,8.0,Autumn,Saturday,Boeing 777,Travel Agent,2,165181.8,
FL117204,qatar airways,SIN,Chennai,2025-10-01,15:55,22:02,1,3013.8,First,28.0,Autumn,Wednesday,Airbus A350,Mobile App,,120463.63,367.0
